Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
93.7389	gNB PHY Rxed	9373	8	0	1	0	0	SRS
93.7619	gNB PHY Rxed	9376	1	0	3	0	0	SRS
93.8189	gNB PHY Rxed	9381	8	0	1	0	0	SRS
93.8419	gNB PHY Rxed	9384	1	0	3	0	0	SRS
93.8989	gNB PHY Rxed	9389	8	0	1	0	0	SRS
93.9219	gNB PHY Rxed	9392	1	0	3	0	0	SRS
93.9789	gNB PHY Rxed	9397	8	0	1	0	0	SRS
94.0019	gNB PHY Rxed	9400	1	0	3	0	0	SRS
94.0589	gNB PHY Rxed	9405	8	0	1	0	0	SRS
94.0819	gNB PHY Rxed	9408	1	0	3	0	0	SRS
94.1389	gNB PHY Rxed	9413	8	0	1	0	0	SRS
94.1619	gNB PHY Rxed	9416	1	0	3	0	0	SRS
94.2189	gNB PHY Rxed	9421	8	0	1	0	0	SRS
94.2419	gNB PHY Rxed	9424	1	0	3	0	0	SRS
94.2989	gNB PHY Rxed	9429	8	0	1	0	0	SRS
94.3219	gNB PHY Rxed	9432	1	0	3	0	0	SRS
94.3789	gNB PHY Rxed	9437	8	0	1	0	0	SRS
94.4019	gNB PHY Rxed	9440	1	0	3	0	0	SRS
94.4589	gNB PHY Rxed	9445	8	0	1	0	0	SRS
94.4819	gNB PHY Rxed	9448	1	0	3	0	0	SRS
94.5389	gNB PHY Rxed	9453	8	0	1	0	0	SRS
94.5619	gNB PHY Rxed	9456	1	0	3	0	0	SRS
94.6189	gNB PHY Rxed	9461	8	0	1	0	0	SRS
94.6419	gNB PHY Rxed	9464	1	0	3	0	0	SRS
94.6989	gNB PHY Rxed	9469	8	0	1	0	0	SRS
94.7219	gNB PHY Rxed	9472	1	0	3	0	0	SRS
94.7789	gNB PHY Rxed	9477	8	0	1	0	0	SRS
94.8019	gNB PHY Rxed	9480	1	0	3	0	0	SRS
94.8589	gNB PHY Rxed	9485	8	0	1	0	0	SRS
94.8819	gNB PHY Rxed	9488	1	0	3	0	0	SRS
94.9389	gNB PHY Rxed	9493	8	0	1	0	0	SRS
94.9619	gNB PHY Rxed	9496	1	0	3	0	0	SRS
95.0189	gNB PHY Rxed	9501	8	0	1	0	0	SRS
95.0419	gNB PHY Rxed	9504	1	0	3	0	0	SRS
95.0989	gNB PHY Rxed	9509	8	0	1	0	0	SRS
95.1219	gNB PHY Rxed	9512	1	0	3	0	0	SRS
95.1789	gNB PHY Rxed	9517	8	0	1	0	0	SRS
95.2019	gNB PHY Rxed	9520	1	0	3	0	0	SRS
95.2589	gNB PHY Rxed	9525	8	0	1	0	0	SRS
95.2819	gNB PHY Rxed	9528	1	0	3	0	0	SRS
95.3389	gNB PHY Rxed	9533	8	0	1	0	0	SRS
95.3619	gNB PHY Rxed	9536	1	0	3	0	0	SRS
95.4189	gNB PHY Rxed	9541	8	0	1	0	0	SRS
95.4419	gNB PHY Rxed	9544	1	0	3	0	0	SRS
95.4989	gNB PHY Rxed	9549	8	0	1	0	0	SRS
95.5219	gNB PHY Rxed	9552	1	0	3	0	0	SRS
95.5789	gNB PHY Rxed	9557	8	0	1	0	0	SRS
95.6019	gNB PHY Rxed	9560	1	0	3	0	0	SRS
95.6589	gNB PHY Rxed	9565	8	0	1	0	0	SRS
95.6819	gNB PHY Rxed	9568	1	0	3	0	0	SRS
95.7389	gNB PHY Rxed	9573	8	0	1	0	0	SRS
95.7619	gNB PHY Rxed	9576	1	0	3	0	0	SRS
95.8189	gNB PHY Rxed	9581	8	0	1	0	0	SRS
95.8419	gNB PHY Rxed	9584	1	0	3	0	0	SRS
95.8989	gNB PHY Rxed	9589	8	0	1	0	0	SRS
95.9219	gNB PHY Rxed	9592	1	0	3	0	0	SRS
95.9789	gNB PHY Rxed	9597	8	0	1	0	0	SRS
96.0019	gNB PHY Rxed	9600	1	0	3	0	0	SRS
96.0589	gNB PHY Rxed	9605	8	0	1	0	0	SRS
96.0819	gNB PHY Rxed	9608	1	0	3	0	0	SRS
96.1389	gNB PHY Rxed	9613	8	0	1	0	0	SRS
96.1619	gNB PHY Rxed	9616	1	0	3	0	0	SRS
96.2189	gNB PHY Rxed	9621	8	0	1	0	0	SRS
96.2419	gNB PHY Rxed	9624	1	0	3	0	0	SRS
96.2989	gNB PHY Rxed	9629	8	0	1	0	0	SRS
96.3219	gNB PHY Rxed	9632	1	0	3	0	0	SRS
96.3789	gNB PHY Rxed	9637	8	0	1	0	0	SRS
96.4019	gNB PHY Rxed	9640	1	0	3	0	0	SRS
96.4589	gNB PHY Rxed	9645	8	0	1	0	0	SRS
96.4819	gNB PHY Rxed	9648	1	0	3	0	0	SRS
96.5389	gNB PHY Rxed	9653	8	0	1	0	0	SRS
96.5619	gNB PHY Rxed	9656	1	0	3	0	0	SRS
96.6189	gNB PHY Rxed	9661	8	0	1	0	0	SRS
96.6419	gNB PHY Rxed	9664	1	0	3	0	0	SRS
96.6989	gNB PHY Rxed	9669	8	0	1	0	0	SRS
96.7219	gNB PHY Rxed	9672	1	0	3	0	0	SRS
96.7789	gNB PHY Rxed	9677	8	0	1	0	0	SRS
96.8019	gNB PHY Rxed	9680	1	0	3	0	0	SRS
96.8589	gNB PHY Rxed	9685	8	0	1	0	0	SRS
96.8819	gNB PHY Rxed	9688	1	0	3	0	0	SRS
96.9389	gNB PHY Rxed	9693	8	0	1	0	0	SRS
96.9619	gNB PHY Rxed	9696	1	0	3	0	0	SRS
97.0189	gNB PHY Rxed	9701	8	0	1	0	0	SRS
97.0419	gNB PHY Rxed	9704	1	0	3	0	0	SRS
97.0989	gNB PHY Rxed	9709	8	0	1	0	0	SRS
97.1219	gNB PHY Rxed	9712	1	0	3	0	0	SRS
97.1789	gNB PHY Rxed	9717	8	0	1	0	0	SRS
97.2019	gNB PHY Rxed	9720	1	0	3	0	0	SRS
97.2589	gNB PHY Rxed	9725	8	0	1	0	0	SRS
97.2819	gNB PHY Rxed	9728	1	0	3	0	0	SRS
97.3389	gNB PHY Rxed	9733	8	0	1	0	0	SRS
97.3619	gNB PHY Rxed	9736	1	0	3	0	0	SRS
97.4189	gNB PHY Rxed	9741	8	0	1	0	0	SRS
97.4419	gNB PHY Rxed	9744	1	0	3	0	0	SRS
97.4989	gNB PHY Rxed	9749	8	0	1	0	0	SRS
97.5219	gNB PHY Rxed	9752	1	0	3	0	0	SRS
97.5789	gNB PHY Rxed	9757	8	0	1	0	0	SRS
97.6019	gNB PHY Rxed	9760	1	0	3	0	0	SRS
97.6589	gNB PHY Rxed	9765	8	0	1	0	0	SRS
97.6819	gNB PHY Rxed	9768	1	0	3	0	0	SRS
97.7389	gNB PHY Rxed	9773	8	0	1	0	0	SRS
97.7619	gNB PHY Rxed	9776	1	0	3	0	0	SRS
97.8189	gNB PHY Rxed	9781	8	0	1	0	0	SRS
97.8419	gNB PHY Rxed	9784	1	0	3	0	0	SRS
97.8989	gNB PHY Rxed	9789	8	0	1	0	0	SRS
97.9219	gNB PHY Rxed	9792	1	0	3	0	0	SRS
97.9789	gNB PHY Rxed	9797	8	0	1	0	0	SRS
98.0019	gNB PHY Rxed	9800	1	0	3	0	0	SRS
98.0589	gNB PHY Rxed	9805	8	0	1	0	0	SRS
98.0819	gNB PHY Rxed	9808	1	0	3	0	0	SRS
98.1389	gNB PHY Rxed	9813	8	0	1	0	0	SRS
98.1619	gNB PHY Rxed	9816	1	0	3	0	0	SRS
98.2189	gNB PHY Rxed	9821	8	0	1	0	0	SRS
98.2419	gNB PHY Rxed	9824	1	0	3	0	0	SRS
98.2989	gNB PHY Rxed	9829	8	0	1	0	0	SRS
98.3219	gNB PHY Rxed	9832	1	0	3	0	0	SRS
98.3789	gNB PHY Rxed	9837	8	0	1	0	0	SRS
98.4019	gNB PHY Rxed	9840	1	0	3	0	0	SRS
98.4589	gNB PHY Rxed	9845	8	0	1	0	0	SRS
98.4819	gNB PHY Rxed	9848	1	0	3	0	0	SRS
98.5389	gNB PHY Rxed	9853	8	0	1	0	0	SRS
98.5619	gNB PHY Rxed	9856	1	0	3	0	0	SRS
98.6189	gNB PHY Rxed	9861	8	0	1	0	0	SRS
98.6419	gNB PHY Rxed	9864	1	0	3	0	0	SRS
98.6989	gNB PHY Rxed	9869	8	0	1	0	0	SRS
98.7219	gNB PHY Rxed	9872	1	0	3	0	0	SRS
98.7789	gNB PHY Rxed	9877	8	0	1	0	0	SRS
98.8019	gNB PHY Rxed	9880	1	0	3	0	0	SRS
98.8589	gNB PHY Rxed	9885	8	0	1	0	0	SRS
98.8819	gNB PHY Rxed	9888	1	0	3	0	0	SRS
98.9389	gNB PHY Rxed	9893	8	0	1	0	0	SRS
98.9619	gNB PHY Rxed	9896	1	0	3	0	0	SRS
99.0189	gNB PHY Rxed	9901	8	0	1	0	0	SRS
99.0419	gNB PHY Rxed	9904	1	0	3	0	0	SRS
99.0989	gNB PHY Rxed	9909	8	0	1	0	0	SRS
99.1219	gNB PHY Rxed	9912	1	0	3	0	0	SRS
99.1789	gNB PHY Rxed	9917	8	0	1	0	0	SRS
99.2019	gNB PHY Rxed	9920	1	0	3	0	0	SRS
99.2589	gNB PHY Rxed	9925	8	0	1	0	0	SRS
99.2819	gNB PHY Rxed	9928	1	0	3	0	0	SRS
99.3389	gNB PHY Rxed	9933	8	0	1	0	0	SRS
99.3619	gNB PHY Rxed	9936	1	0	3	0	0	SRS
99.4189	gNB PHY Rxed	9941	8	0	1	0	0	SRS
99.4419	gNB PHY Rxed	9944	1	0	3	0	0	SRS
99.4989	gNB PHY Rxed	9949	8	0	1	0	0	SRS
99.5219	gNB PHY Rxed	9952	1	0	3	0	0	SRS
99.5789	gNB PHY Rxed	9957	8	0	1	0	0	SRS
99.6019	gNB PHY Rxed	9960	1	0	3	0	0	SRS
99.6589	gNB PHY Rxed	9965	8	0	1	0	0	SRS
99.6819	gNB PHY Rxed	9968	1	0	3	0	0	SRS
99.7389	gNB PHY Rxed	9973	8	0	1	0	0	SRS
99.7619	gNB PHY Rxed	9976	1	0	3	0	0	SRS
99.8189	gNB PHY Rxed	9981	8	0	1	0	0	SRS
99.8419	gNB PHY Rxed	9984	1	0	3	0	0	SRS
99.8989	gNB PHY Rxed	9989	8	0	1	0	0	SRS
99.9219	gNB PHY Rxed	9992	1	0	3	0	0	SRS
99.9789	gNB PHY Rxed	9997	8	0	1	0	0	SRS
